"","State","Facility Name","Facility ID (ORISPL)","Unit ID","Associated Stacks","Month","Year","Program(s)","Operating Time","Gross Load (MW-h)","Steam Load (1000lb)","SO2 (tons)","Avg. NOx Rate (lb/MMBtu)","NOx (tons)","CO2 (short tons)","Heat Input (MMBtu)","EPA Region","NERC Region","County"
"181","AL","E C Gaston",26,"2","CS0CAN",1,1997,"ARP",638,118248,NA,963.215,0.4169,289.359,140198.429,1366414.546,4,"SERC","Shelby County"
"182","AL","E C Gaston",26,"2","CS0CAN",2,1997,"ARP",672,128601,NA,980.137,0.494,336.394,137242.59,1337594.5,4,"SERC","Shelby County"
"183","AL","E C Gaston",26,"2","CS0CAN",3,1997,"ARP",621.25,106489,NA,863.18,0.4251,231.361,110701.721,1078909.2,4,"SERC","Shelby County"
"184","AL","E C Gaston",26,"2","CS0CAN",4,1997,"ARP",720,160266,NA,1308.742,0.4192,337.491,164292.382,1601221.5,4,"SERC","Shelby County"
"185","AL","E C Gaston",26,"2","CS0CAN",5,1997,"ARP",744,132235,NA,1221.069,0.419,285.804,137296.614,1338109.2,4,"SERC","Shelby County"
"186","AL","E C Gaston",26,"2","CS0CAN",6,1997,"ARP",584,84141,NA,774.168,0.4241,188.406,89799.43,875196.1,4,"SERC","Shelby County"
"187","AL","E C Gaston",26,"2","CS0CAN",7,1997,"ARP",715.25,150227,NA,1357.005,0.4076,325.618,162981.51,1588460.026,4,"SERC","Shelby County"
"188","AL","E C Gaston",26,"2","CS0CAN",8,1997,"ARP",710.5,132961,NA,1161.324,0.4018,278.245,141346.741,1377588.408,4,"SERC","Shelby County"
"189","AL","E C Gaston",26,"2","CS0CAN",9,1997,"ARP",391.25,80791,NA,656.417,0.4063,172.156,86602.882,844052.373,4,"SERC","Shelby County"
"190","AL","E C Gaston",26,"2","CS0CAN",10,1997,"ARP",686,143935,NA,1131.384,0.4145,321.948,158003.154,1539921.449,4,"SERC","Shelby County"
"191","AL","E C Gaston",26,"2","CS0CAN",11,1997,"ARP",720,151592,NA,1173.833,0.4211,326.428,158346.841,1543269.4,4,"SERC","Shelby County"
"192","AL","E C Gaston",26,"2","CS0CAN",12,1997,"ARP",744,148572,NA,1306.228,0.4314,357.981,169749.536,1654419.6,4,"SERC","Shelby County"
"193","AL","E C Gaston",26,"3","CS0CBN",1,1997,"ARP",742.75,157208,NA,1199.191,0.4279,357.673,171088.271,1667479.997,4,"SERC","Shelby County"
"194","AL","E C Gaston",26,"3","CS0CBN",2,1997,"ARP",600.75,120454,NA,898.382,0.4115,278.182,134783.151,1313641.075,4,"SERC","Shelby County"
"195","AL","E C Gaston",26,"3","CS0CBN",3,1997,"ARP",708.25,143755,NA,1140.7,0.4389,334.731,154221.266,1503076.633,4,"SERC","Shelby County"
"196","AL","E C Gaston",26,"3","CS0CBN",4,1997,"ARP",720,172765,NA,1373.617,0.4317,366.737,173156.831,1687648.542,4,"SERC","Shelby County"
"197","AL","E C Gaston",26,"3","CS0CBN",5,1997,"ARP",638,119417,NA,957.341,0.4112,251.589,123026.895,1199052.266,4,"SERC","Shelby County"
"198","AL","E C Gaston",26,"3","CS0CBN",6,1997,"ARP",720,132565,NA,1129.101,0.4119,275.626,134799.551,1313788.462,4,"SERC","Shelby County"
"199","AL","E C Gaston",26,"3","CS0CBN",7,1997,"ARP",744,170480,NA,1414.921,0.4307,365.754,172019.692,1676557.8,4,"SERC","Shelby County"
"200","AL","E C Gaston",26,"3","CS0CBN",8,1997,"ARP",744,172065,NA,1410.137,0.4164,366.999,178681.488,1741483.1,4,"SERC","Shelby County"
"201","AL","E C Gaston",26,"3","CS0CBN",9,1997,"ARP",681,152327,NA,1179.407,0.4182,330.185,159485.031,1554387.449,4,"SERC","Shelby County"
"202","AL","E C Gaston",26,"3","CS0CBN",10,1997,"ARP",676.75,146621,NA,1073.621,0.4075,305.967,151619.484,1477729.876,4,"SERC","Shelby County"
"203","AL","E C Gaston",26,"3","CS0CBN",11,1997,"ARP",590,133346,NA,970.763,0.4143,274.085,134423.105,1310125.697,4,"SERC","Shelby County"
"204","AL","E C Gaston",26,"3","CS0CBN",12,1997,"ARP",596.75,114559,NA,774.456,0.4323,248.482,116707.721,1137463.102,4,"SERC","Shelby County"
"205","AL","E C Gaston",26,"4","CS0CBN",1,1997,"ARP",519.25,101475,NA,757.643,0.4366,224.822,104692.729,1020365.103,4,"SERC","Shelby County"
"206","AL","E C Gaston",26,"4","CS0CBN",2,1997,"ARP",295,62039,NA,426.917,0.4352,132.165,62339.249,607575.6,4,"SERC","Shelby County"
"207","AL","E C Gaston",26,"4","CS0CBN",3,1997,"ARP",445,81149,NA,578.058,0.4362,166.985,78168.134,761847.667,4,"SERC","Shelby County"
"208","AL","E C Gaston",26,"4","CS0CBN",4,1997,"ARP",708.25,168371,NA,1323.48,0.432,355.413,167856.469,1635990.558,4,"SERC","Shelby County"
"209","AL","E C Gaston",26,"4","CS0CBN",5,1997,"ARP",728,140648,NA,1070.5,0.4109,279.436,137693.105,1341997.034,4,"SERC","Shelby County"
"210","AL","E C Gaston",26,"4","CS0CBN",6,1997,"ARP",719.5,134251,NA,1139.892,0.4119,276.955,135932.149,1324826.438,4,"SERC","Shelby County"
"211","AL","E C Gaston",26,"4","CS0CBN",7,1997,"ARP",744,172987,NA,1434.052,0.4307,370.435,174474.908,1700487.1,4,"SERC","Shelby County"
"212","AL","E C Gaston",26,"4","CS0CBN",8,1997,"ARP",744,173578,NA,1421.985,0.4164,369.827,180236.712,1756641,4,"SERC","Shelby County"
"213","AL","E C Gaston",26,"4","CS0CBN",9,1997,"ARP",632.25,141922,NA,1067.466,0.4143,289.15,141349.069,1377627.451,4,"SERC","Shelby County"
"214","AL","E C Gaston",26,"4","CS0CBN",10,1997,"ARP",744,167181,NA,1190.529,0.4121,341.587,168281.316,1640120.524,4,"SERC","Shelby County"
"215","AL","E C Gaston",26,"4","CS0CBN",11,1997,"ARP",720,161285,NA,1119.829,0.42,315.683,155046.195,1511125.103,4,"SERC","Shelby County"
"216","AL","E C Gaston",26,"4","CS0CBN",12,1997,"ARP",744,160141,NA,1113.641,0.4268,322.47,154229.278,1503161.398,4,"SERC","Shelby County"
"217","AL","E C Gaston",26,"5","",1,1997,"ARP",551.75,361187,NA,2658.591,0.4337,826.853,381864.275,3721856.4,4,"SERC","Shelby County"
"218","AL","E C Gaston",26,"5","",2,1997,"ARP",502,331140,NA,2442.344,0.3815,651.329,349226.8,3403722.3,4,"SERC","Shelby County"
"219","AL","E C Gaston",26,"5","",3,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Shelby County"
"220","AL","E C Gaston",26,"5","",4,1997,"ARP",275.75,150005,NA,1243.506,0.4037,395.876,171109.35,1667712.7,4,"SERC","Shelby County"
"221","AL","E C Gaston",26,"5","",5,1997,"ARP",662.75,444370,NA,4061.594,0.4758,1099.673,471889.375,4599263.7,4,"SERC","Shelby County"
"222","AL","E C Gaston",26,"5","",6,1997,"ARP",715.5,462570,NA,4018.404,0.411,931.76,465688.45,4538811.65,4,"SERC","Shelby County"
"223","AL","E C Gaston",26,"5","",7,1997,"ARP",633.75,486238,NA,3804.834,0.4172,1000.707,488481.1,4760988.65,4,"SERC","Shelby County"
"224","AL","E C Gaston",26,"5","",8,1997,"ARP",616.25,471440,NA,3719.605,0.3868,918.683,475075.325,4630317.35,4,"SERC","Shelby County"
"225","AL","E C Gaston",26,"5","",9,1997,"ARP",711.75,569427,NA,4217.939,0.4187,1172.916,574646.325,5600772.275,4,"SERC","Shelby County"
"226","AL","E C Gaston",26,"5","",10,1997,"ARP",629.25,482612,NA,3575.845,0.3932,946.039,491097.475,4786472.25,4,"SERC","Shelby County"
"227","AL","E C Gaston",26,"5","",11,1997,"ARP",499.5,391054,NA,2988.347,0.4036,809.883,405162.275,3948911.85,4,"SERC","Shelby County"
"228","AL","E C Gaston",26,"5","",12,1997,"ARP",634.25,439933,NA,3362.6,0.428,1033.859,484175.225,4719005.925,4,"SERC","Shelby County"
"229","AL","Gadsden",7,"1","",1,1997,"ARP",380.25,118230,NA,278.901,0.6647,69.315,20833.05,203037.05,4,"SERC","Etowah County"
"230","AL","Gadsden",7,"1","",2,1997,"ARP",422.25,142502,NA,368.712,0.7075,90.096,25365,247201.9,4,"SERC","Etowah County"
"231","AL","Gadsden",7,"1","",3,1997,"ARP",575,201078,NA,432.73,0.6801,117.781,34823.575,339384.475,4,"SERC","Etowah County"
"232","AL","Gadsden",7,"1","",4,1997,"ARP",598.5,220404,NA,474.46,0.6765,121.711,36989.2,360497.1,4,"SERC","Etowah County"
"233","AL","Gadsden",7,"1","",5,1997,"ARP",214.75,67543,NA,145.543,0.6588,38.071,11345.1,110568.225,4,"SERC","Etowah County"
"234","AL","Gadsden",7,"1","",6,1997,"ARP",610.5,183890,NA,430.434,0.6365,91.589,29670.825,289160.85,4,"SERC","Etowah County"
"235","AL","Gadsden",7,"1","",7,1997,"ARP",743.75,265277,NA,615.596,0.5822,114.194,41328.3,402788.525,4,"SERC","Etowah County"
"236","AL","Gadsden",7,"1","",8,1997,"ARP",691.25,243635,NA,572.22,0.5863,107.495,38288.025,373167.6,4,"SERC","Etowah County"
"237","AL","Gadsden",7,"1","",9,1997,"ARP",582.5,224158,NA,519.634,0.6493,102.147,33906.15,330448.1,4,"SERC","Etowah County"
"238","AL","Gadsden",7,"1","",10,1997,"ARP",457.5,152272,NA,309.866,0.6057,68.53,24002.45,233935.5,4,"SERC","Etowah County"
"239","AL","Gadsden",7,"1","",11,1997,"ARP",512.5,162577,NA,402.411,0.6423,82.805,26716.35,260381.35,4,"SERC","Etowah County"
"240","AL","Gadsden",7,"1","",12,1997,"ARP",225,69126,NA,164.964,0.5934,33.68,10950.425,106721,4,"SERC","Etowah County"
"241","AL","Gadsden",7,"2","",1,1997,"ARP",661.5,242578,NA,535.164,0.6887,125.64,37743.35,367848.45,4,"SERC","Etowah County"
"242","AL","Gadsden",7,"2","",2,1997,"ARP",351.75,121177,NA,275.345,0.69,66.573,19066,185811.7,4,"SERC","Etowah County"
"243","AL","Gadsden",7,"2","",3,1997,"ARP",193.75,71036,NA,148.86,0.6732,35.972,10766.3,104931.4,4,"SERC","Etowah County"
"244","AL","Gadsden",7,"2","",4,1997,"ARP",244,72177,NA,130.175,0.6805,36.388,9828.9,95788.95,4,"SERC","Etowah County"
"245","AL","Gadsden",7,"2","",5,1997,"ARP",671,249252,NA,491.283,0.6993,123.859,36144.9,352265.35,4,"SERC","Etowah County"
"246","AL","Gadsden",7,"2","",6,1997,"ARP",550,187737,NA,418.055,0.6311,89.515,28593.3,278644.3,4,"SERC","Etowah County"
"247","AL","Gadsden",7,"2","",7,1997,"ARP",729.25,250192,NA,553.851,0.6693,119.051,35972.5,350550.2,4,"SERC","Etowah County"
"248","AL","Gadsden",7,"2","",8,1997,"ARP",679.5,225190,NA,469.511,0.6788,107.573,32203.45,313821.9,4,"SERC","Etowah County"
"249","AL","Gadsden",7,"2","",9,1997,"ARP",720,275092,NA,591.572,0.6793,130.093,39305.8,383056.4,4,"SERC","Etowah County"
"250","AL","Gadsden",7,"2","",10,1997,"ARP",564,186890,NA,397.865,0.6799,98.28,28647.725,279181.7,4,"SERC","Etowah County"
"251","AL","Gadsden",7,"2","",11,1997,"ARP",493.5,154033,NA,376.335,0.6822,84.063,23798.025,231915.125,4,"SERC","Etowah County"
"252","AL","Gadsden",7,"2","",12,1997,"ARP",636.5,210412,NA,487.838,0.7222,116.139,32302.525,314774.3,4,"SERC","Etowah County"
"253","AL","Gorgas",8,"10","MS10A, MS10B",1,1997,"ARP",744,523964,NA,8098.136,0.7578,2077.075,561789.4,5475397.7,4,"SERC","Walker County"
"254","AL","Gorgas",8,"10","MS10A, MS10B",2,1997,"ARP",610,421125,NA,6106.623,0.7308,1589.275,442286.2,4310675.8,4,"SERC","Walker County"
"255","AL","Gorgas",8,"10","MS10A, MS10B",3,1997,"ARP",672.25,450573,NA,6771.582,0.8035,1858.997,472888.5,4608966.875,4,"SERC","Walker County"
"256","AL","Gorgas",8,"10","MS10A, MS10B",4,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Walker County"
"257","AL","Gorgas",8,"10","MS10A, MS10B",5,1997,"ARP",602.5,377497,NA,5381.773,0.7185,1443.696,386234,3764375.025,4,"SERC","Walker County"
"258","AL","Gorgas",8,"10","MS10A, MS10B",6,1997,"ARP",507.5,299136,NA,4514.14,0.7387,1208.5,315455.35,3074536.275,4,"SERC","Walker County"
"259","AL","Gorgas",8,"10","MS10A, MS10B",7,1997,"ARP",744,486237,NA,7520.123,0.8087,2069.376,520084.5,5068914,4,"SERC","Walker County"
"260","AL","Gorgas",8,"10","MS10A, MS10B",8,1997,"ARP",662,379532,NA,5885.839,0.7184,1546.704,412389.025,4019272.7,4,"SERC","Walker County"
"261","AL","Gorgas",8,"10","MS10A, MS10B",9,1997,"ARP",694,453193,NA,7176.702,0.7505,1823.156,491101,4786446.3,4,"SERC","Walker County"
"262","AL","Gorgas",8,"10","MS10A, MS10B",10,1997,"ARP",687.75,473643,NA,7692.478,0.7955,2051.573,518888.15,5057279.875,4,"SERC","Walker County"
"263","AL","Gorgas",8,"10","MS10A, MS10B",11,1997,"ARP",633,432198,NA,7030.622,0.7932,1939.426,485837.475,4735154.675,4,"SERC","Walker County"
"264","AL","Gorgas",8,"10","MS10A, MS10B",12,1997,"ARP",730,501451,NA,7176.869,0.7638,1946.253,510839.4,4978879.75,4,"SERC","Walker County"
"265","AL","Gorgas",8,"6","CS0DAN",1,1997,"ARP",686.5,62537,NA,916.262,0.8523,259,63588.547,619711.747,4,"SERC","Walker County"
"266","AL","Gorgas",8,"6","CS0DAN",2,1997,"ARP",667.5,62041,NA,916.899,0.8765,270.541,64013.308,623851.211,4,"SERC","Walker County"
"267","AL","Gorgas",8,"6","CS0DAN",3,1997,"ARP",741.5,68102,NA,1020.92,0.8579,285.67,68658.24,669123.55,4,"SERC","Walker County"
"268","AL","Gorgas",8,"6","CS0DAN",4,1997,"ARP",265.5,26778,NA,405.846,0.8633,114.044,27208.453,265172.129,4,"SERC","Walker County"
"269","AL","Gorgas",8,"6","CS0DAN",5,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Walker County"
"270","AL","Gorgas",8,"6","CS0DAN",6,1997,"ARP",406.75,31508,NA,470.228,0.7965,120.79,32270.262,314493.57,4,"SERC","Walker County"
"271","AL","Gorgas",8,"6","CS0DAN",7,1997,"ARP",744,75866,NA,1152.248,0.7851,290.329,76964.491,750071.8,4,"SERC","Walker County"
"272","AL","Gorgas",8,"6","CS0DAN",8,1997,"ARP",744,71567,NA,1095.37,0.8616,303.336,72900.074,710467.6,4,"SERC","Walker County"
"273","AL","Gorgas",8,"6","CS0DAN",9,1997,"ARP",712.5,67998,NA,1070.308,0.947,322.621,70732.416,689344.625,4,"SERC","Walker County"
"274","AL","Gorgas",8,"6","CS0DAN",10,1997,"ARP",712.25,57907,NA,942.012,0.99,297.815,61895.952,603223.367,4,"SERC","Walker County"
"275","AL","Gorgas",8,"6","CS0DAN",11,1997,"ARP",720,69345,NA,1183.603,0.9332,333.641,74432.092,725388.08,4,"SERC","Walker County"
"276","AL","Gorgas",8,"6","CS0DAN",12,1997,"ARP",707.25,62916,NA,1008.97,0.8964,290.224,67181.658,654736.913,4,"SERC","Walker County"
"277","AL","Gorgas",8,"7","CS0DAN",1,1997,"ARP",744,66950,NA,981.507,0.8614,284.529,68278.753,665417.953,4,"SERC","Walker County"
"278","AL","Gorgas",8,"7","CS0DAN",2,1997,"ARP",659.25,61196,NA,896.964,0.8777,264.769,62594.092,610021.389,4,"SERC","Walker County"
"279","AL","Gorgas",8,"7","CS0DAN",3,1997,"ARP",741.5,69355,NA,1039.633,0.8579,290.05,69853.01,680767.675,4,"SERC","Walker County"
"280","AL","Gorgas",8,"7","CS0DAN",4,1997,"ARP",262.75,28172,NA,426.986,0.8617,119.872,28622.847,278956.921,4,"SERC","Walker County"
"281","AL","Gorgas",8,"7","CS0DAN",5,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Walker County"
"282","AL","Gorgas",8,"7","CS0DAN",6,1997,"ARP",658.75,58541,NA,883.748,0.7894,234.985,61079.088,595258.605,4,"SERC","Walker County"
"283","AL","Gorgas",8,"7","CS0DAN",7,1997,"ARP",744,74714,NA,1130.245,0.7851,286.043,75507.109,735868.2,4,"SERC","Walker County"
"284","AL","Gorgas",8,"7","CS0DAN",8,1997,"ARP",744,74325,NA,1137.197,0.8616,315.111,75694.526,737701.1,4,"SERC","Walker County"
"285","AL","Gorgas",8,"7","CS0DAN",9,1997,"ARP",712.5,69487,NA,1093.623,0.947,329.557,72302.234,704644.125,4,"SERC","Walker County"
"286","AL","Gorgas",8,"7","CS0DAN",10,1997,"ARP",677.75,59142,NA,929.884,0.9854,290.523,61224.948,596682.133,4,"SERC","Walker County"
"287","AL","Gorgas",8,"7","CS0DAN",11,1997,"ARP",639.25,58677,NA,957.254,0.9489,283.88,61791.808,602197.42,4,"SERC","Walker County"
"288","AL","Gorgas",8,"7","CS0DAN",12,1997,"ARP",710.75,67467,NA,1042.88,0.8982,307.472,71018.042,692124.587,4,"SERC","Walker County"
"289","AL","Gorgas",8,"8","MS8A, MS8B",1,1997,"ARP",698.75,112288,NA,1812.751,0.5404,314.204,119044.95,1160217.85,4,"SERC","Walker County"
"290","AL","Gorgas",8,"8","MS8A, MS8B",2,1997,"ARP",650.5,106118,NA,1552.776,0.5242,283.377,110365.5,1075621.65,4,"SERC","Walker County"
"291","AL","Gorgas",8,"8","MS8A, MS8B",3,1997,"ARP",675.5,112890,NA,1650.386,0.5649,316.874,115691.95,1127537.55,4,"SERC","Walker County"
"292","AL","Gorgas",8,"8","MS8A, MS8B",4,1997,"ARP",605.5,94727,NA,1602.465,0.5122,259.988,101059.65,984928.6,4,"SERC","Walker County"
"293","AL","Gorgas",8,"8","MS8A, MS8B",5,1997,"ARP",744,122949,NA,1897.517,0.5572,350.521,129604.1,1263126.7,4,"SERC","Walker County"
"294","AL","Gorgas",8,"8","MS8A, MS8B",6,1997,"ARP",676.25,99360,NA,1563.887,0.5643,284.962,103956.2,1013163,4,"SERC","Walker County"
"295","AL","Gorgas",8,"8","MS8A, MS8B",7,1997,"ARP",718,120764,NA,1886.659,0.4967,296.508,123362.3,1202306.9,4,"SERC","Walker County"
"296","AL","Gorgas",8,"8","MS8A, MS8B",8,1997,"ARP",711.5,108004,NA,1676.807,0.4702,253.183,110545.45,1077392.175,4,"SERC","Walker County"
"297","AL","Gorgas",8,"8","MS8A, MS8B",9,1997,"ARP",540.5,81962,NA,1282.09,0.4736,196.905,85356.55,831870.525,4,"SERC","Walker County"
"298","AL","Gorgas",8,"8","MS8A, MS8B",10,1997,"ARP",702.5,106819,NA,1745.804,0.5358,290.926,111878.4,1090362.2,4,"SERC","Walker County"
"299","AL","Gorgas",8,"8","MS8A, MS8B",11,1997,"ARP",700.75,103848,NA,1665.273,0.4878,270.747,113040,1101661.05,4,"SERC","Walker County"
"300","AL","Gorgas",8,"8","MS8A, MS8B",12,1997,"ARP",723.5,113974,NA,1721.458,0.5119,304.356,121641.55,1185500.65,4,"SERC","Walker County"
"301","AL","Gorgas",8,"9","MS9A, MS9B",1,1997,"ARP",744,123433,NA,1840.317,0.2979,174.745,122101.5,1189986.6,4,"SERC","Walker County"
"302","AL","Gorgas",8,"9","MS9A, MS9B",2,1997,"ARP",653,107245,NA,1479.52,0.301,152.186,103700.9,1010637.7,4,"SERC","Walker County"
"303","AL","Gorgas",8,"9","MS9A, MS9B",3,1997,"ARP",334.5,55378,NA,725.069,0.305,75.526,52521.75,511881.7,4,"SERC","Walker County"
"304","AL","Gorgas",8,"9","MS9A, MS9B",4,1997,"ARP",580,87847,NA,1268.951,0.3344,138.706,85447.45,832776.075,4,"SERC","Walker County"
"305","AL","Gorgas",8,"9","MS9A, MS9B",5,1997,"ARP",744,129540,NA,1826.682,0.3069,190.872,128152.8,1248981.4,4,"SERC","Walker County"
"306","AL","Gorgas",8,"9","MS9A, MS9B",6,1997,"ARP",720,118569,NA,1725.372,0.3079,172.814,117172.9,1141965.6,4,"SERC","Walker County"
"307","AL","Gorgas",8,"9","MS9A, MS9B",7,1997,"ARP",744,129433,NA,1869.996,0.2926,180.626,127721.6,1244775.7,4,"SERC","Walker County"
"308","AL","Gorgas",8,"9","MS9A, MS9B",8,1997,"ARP",744,125703,NA,1841.071,0.2833,171.183,125225.6,1220470.3,4,"SERC","Walker County"
"309","AL","Gorgas",8,"9","MS9A, MS9B",9,1997,"ARP",687.75,112342,NA,1646.323,0.2772,154.81,111860.725,1090205.5,4,"SERC","Walker County"
"310","AL","Gorgas",8,"9","MS9A, MS9B",10,1997,"ARP",744,125837,NA,1867.192,0.2995,181.152,125581.1,1223900.1,4,"SERC","Walker County"
"311","AL","Gorgas",8,"9","MS9A, MS9B",11,1997,"ARP",720,114428,NA,1854.224,0.3128,190.355,126686.7,1234674.7,4,"SERC","Walker County"
"312","AL","Gorgas",8,"9","MS9A, MS9B",12,1997,"ARP",731,108779,NA,1701.084,0.3173,187.404,119734.65,1166885.375,4,"SERC","Walker County"
"313","AL","Greene County",10,"1","",1,1997,"ARP",406.75,101996,NA,1115.592,0.9447,458.151,97572.6,950965.925,4,"SERC","Greene County"
"314","AL","Greene County",10,"1","",2,1997,"ARP",277.5,55377,NA,737.869,0.6197,193.452,53054.075,517080.25,4,"SERC","Greene County"
"315","AL","Greene County",10,"1","",3,1997,"ARP",675.25,171704,NA,2158.982,1.0129,754.707,144574.975,1467354.425,4,"SERC","Greene County"
"316","AL","Greene County",10,"1","",4,1997,"ARP",675.25,164871,NA,2420.674,0.8833,746.395,167716.3,1634605.775,4,"SERC","Greene County"
"317","AL","Greene County",10,"1","",5,1997,"ARP",744,192410,NA,2362.479,0.9126,872.947,195448.5,1904897.5,4,"SERC","Greene County"
"318","AL","Greene County",10,"1","",6,1997,"ARP",703.75,167777,NA,2188.424,0.9723,822.151,164464.9,1602917.6,4,"SERC","Greene County"
"319","AL","Greene County",10,"1","",7,1997,"ARP",744,193775,NA,2211.127,1.0763,999.864,189790.5,1849747,4,"SERC","Greene County"
"320","AL","Greene County",10,"1","",8,1997,"ARP",743.5,189414,NA,2662.02,1.0751,964.895,182225.1,1776010.85,4,"SERC","Greene County"
"321","AL","Greene County",10,"1","",9,1997,"ARP",720,185326,NA,2329.526,0.9736,830.441,173598.2,1691911.8,4,"SERC","Greene County"
"322","AL","Greene County",10,"1","",10,1997,"ARP",730.25,186701,NA,2119.346,0.9577,874.722,185822.725,1811077.3,4,"SERC","Greene County"
"323","AL","Greene County",10,"1","",11,1997,"ARP",678.25,171593,NA,2011.071,0.9882,821.978,166226.725,1620073.725,4,"SERC","Greene County"
"324","AL","Greene County",10,"1","",12,1997,"ARP",744,184799,NA,2161.596,0.9649,913.909,188530.7,1837478.4,4,"SERC","Greene County"
"325","AL","Greene County",10,"2","MS2A, MS2B",1,1997,"ARP",731.25,174400,NA,1738.854,0.8592,724.036,169717.05,1654039.825,4,"SERC","Greene County"
"326","AL","Greene County",10,"2","MS2A, MS2B",2,1997,"ARP",437.75,102546,NA,1316.569,0.8169,417.959,99384.475,968596.175,4,"SERC","Greene County"
"327","AL","Greene County",10,"2","MS2A, MS2B",3,1997,"ARP",143,29363,NA,391.178,0.8783,121.85,28261.9,275439.7,4,"SERC","Greene County"
"328","AL","Greene County",10,"2","MS2A, MS2B",4,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Greene County"
"329","AL","Greene County",10,"2","MS2A, MS2B",5,1997,"ARP",136,13290,NA,173.302,0.2925,26.454,15396.875,150050.4,4,"SERC","Greene County"
"330","AL","Greene County",10,"2","MS2A, MS2B",6,1997,"ARP",719,167503,NA,2115.342,0.4358,367.174,169520.55,1652113.85,4,"SERC","Greene County"
"331","AL","Greene County",10,"2","MS2A, MS2B",7,1997,"ARP",742.75,188055,NA,2381.039,0.4321,431.849,204174.75,1989912.1,4,"SERC","Greene County"
"332","AL","Greene County",10,"2","MS2A, MS2B",8,1997,"ARP",709,172432,NA,2843.403,0.4264,386.008,183309.175,1786527.6,4,"SERC","Greene County"
"333","AL","Greene County",10,"2","MS2A, MS2B",9,1997,"ARP",720,178168,NA,2500.216,0.4332,397.771,186966.6,1822182.2,4,"SERC","Greene County"
"334","AL","Greene County",10,"2","MS2A, MS2B",10,1997,"ARP",743.75,175190,NA,1956.711,0.4037,360.408,181591.45,1769806.225,4,"SERC","Greene County"
"335","AL","Greene County",10,"2","MS2A, MS2B",11,1997,"ARP",648.25,161988,NA,2047.129,0.4121,336.407,167219.225,1629704.325,4,"SERC","Greene County"
"336","AL","Greene County",10,"2","MS2A, MS2B",12,1997,"ARP",731.5,173181,NA,2429.861,0.4018,384.22,192760.975,1888812.6,4,"SERC","Greene County"
"337","AL","Greene County",10,"CT10","",1,1997,"ARP",14.5,858,NA,3.656,0.1517,1.625,1477.9,18963.575,4,"SERC","Greene County"
